movie_id,title,tmdb_id,poster_path,overview,vote_average
450,Star Trek V: The Final Frontier (1989),172,/uiXr41VLYsuug3CZbFrKLSNahuZ.jpg,A renegade Vulcan with a startling secret hijacks the U.S.S. Enterprise in order to find a mythical planet.,5.724
451,Grease (1978),621,/hPBIursfYm5ziEmNPrJXkKIDrdI.jpg,"Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends?",7.373
452,Jaws 2 (1978),579,/cN3ijEwsn4kBaRuHfcJpAQJbeWe.jpg,Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.,6.024
453,Jaws 3-D (1983),17692,/kqDXj53F9paqVGJLGfHtz7giJ3s.jpg,A giant thirty-five-foot shark becomes trapped in a SeaWorld theme park and it's up to the sons of police chief Brody to rescue everyone.,4.5
454,Bastard Out of Carolina (1996),41240,/jYFwFOkHwWxaStR21UIgdb96Gzh.jpg,"A poor, struggling South Carolinian mother and daughter face painful choices with their resolve and pride. Bone, the eldest daughter, and Anney her tired mother, grow both closer and farther apart: Anney sees Glen as her last chance.",7.1
455,Jackie Chan's First Strike (1996),9404,/bRHbteT4IORJOXY0Qrnb4FPXRS0.jpg,"Hong Kong cop Chan Ka-Kui returns, working with Interpol to track down and arrest an illegal weapons dealer. Chan later realizes that things are not as simple as they appear and soon finds himself to be a pawn of an organization posing as Russian intelligence.",6.5
456,Beverly Hills Ninja (1997),9622,/kAUtHecWe0KS54jNggapnbHBGTI.jpg,"Haru, an orphaned American who washes ashore in Japan and is mistaken for the great White Ninja of legend. Raised among the finest Ninjas, Haru grows strong and big - very big. With the grace of all Three Stooges rolled into one body, Haru is an embarrassment to his clan. But when a beautiful blonde pleads for his help, Haru is given one dangerous, disastrously funny chance to prove himself.",5.653
457,Free Willy 3: The Rescue (1997),18519,/xzca4bxgP2aEMlPTyq5vqhsunFB.jpg,"Willy the whale is back, this time threatened by illegal whalers making money off sushi. Jesse, now 16, has taken a job on an orca-researching ship, along with old friend Randolph and a sarcastic scientist, Drew. On the whaler's ship is captain John Wesley and his son, Max, who isn't really pleased about his father's job, but doesn't have the gut to say so. Along the way, Willy reunites with Jesse.",6.115
458,Nixon (1995),10858,/cz2MTGr2wpDZLirgV2rGHBdA2t3.jpg,A look at President Richard M. Nixon—a man carrying the fate of the world on his shoulders while battling the self-destructive demands from within—spanning his troubled boyhood in California to the shocking Watergate scandal that would end his Presidency.,6.873
459,"Cry, the Beloved Country (1995)",173893,/8inNsImz4yRfjGUkBzO6urIBM5A.jpg,"In the back country of South Africa, black minister Stephen Kumalo journeys to the city to search for his missing son, only to find his people living in squalor and his son a criminal. Reverend Misimangu is a young South African clergyman who helps find his missing son-turned-thief and sister-turned-prostitute in the slums of Johannesburg.",6.1
460,"Crossing Guard, The (1995)",328753,/kqUCp0XTjzXxqEQDy0x3hgZw6gI.jpg,"Based on the idea by Roland Topor (screenwriter of Roman Polanski's The Tenant), this very curious completely silent melodrama tells the story of Mona, who has left her father, the railway gatekeeper, after being raped on the train track. She is kidnapped and taken to a Parisian whorehouse. However, a disinherited prince, Dudu who tries to rescue her, is himself kidnapped and forced to serve as a male prostitute. The two captives meet there and fall in love. They are taken away by different rich people - he to an Arab ""harem,"" she to a surgeon's home.",0.0
461,Smoke (1995),10149,/1WMUaTQaj2dQrhsPI3Px0OR9eTF.jpg,"Writer Paul Benjamin is nearly hit by a bus when he leaves Auggie Wren's smoke shop. Stranger Rashid Cole  saves his life, and soon middle-aged Paul tells homeless Rashid that he wouldn't mind a short-term housemate. Still grieving over his wife's murder, Paul is moved by both Rashid's quest to reconnect with his father and Auggie's discovery that a woman who might be his daughter is about to give birth.",7.2
462,Like Water For Chocolate (Como agua para chocolate) (1992),18183,/itwUdMqLmPfhtGJ44hiDxkqZhiq.jpg,"Tita is passionately in love with Pedro, but her controlling mother forbids her from marrying him. When Pedro marries her sister, Tita throws herself into her cooking and discovers she can transfer her emotions through the food she prepares, infecting all who eat it with her intense heartbreak.",7.278
463,"Secret of Roan Inish, The (1994)",14334,/jjYHAhscWp3uWutHSvFaLC3vEEW.jpg,"Ten-year-old Fiona is sent to live with her grandparents in a small fishing village in Donegal, Ireland. She soon learns the local legend that an ancestor of hers married a Selkie – a seal who can turn into a human. Years earlier, her baby brother was washed out to sea and never seen again, so when Fiona spies a naked little boy on the abandoned Isle of Roan Inish, she is compelled to investigate.",6.7
464,Vanya on 42nd Street (1994),32636,/sYkkHsqXyUcFoLbXt4WNwnRRpT1.jpg,"An uninterrupted rehearsal of Chekhov's 'Uncle Vanya' plays out by a company of actors. The setting: their run-down theater with an unusable stage and crumbling ceiling. The play is shown act by act with the briefest of breaks to move props or for refreshments. The lack of costumes, real props and scenery is soon forgotten.",6.5
465,"Jungle Book, The (1994)",9325,/9BgcTVV43dZ8A1TpuXWkuNTXtfI.jpg,"The boy Mowgli makes his way to the man-village with Bagheera, the wise panther. Along the way he meets jazzy King Louie, the hypnotic snake Kaa and the lovable, happy-go-lucky bear Baloo, who teaches Mowgli ""The Bare Necessities"" of life and the true meaning of friendship.",7.277
466,Red Rock West (1992),10427,/ewofUEqU3Gpr7WSgSz3TEVPIfBg.jpg,"When a promised job for Texan Michael fails to materialize in Wyoming, Mike is mistaken by Wayne to be the hitman he hired to kill his unfaithful wife, Suzanne. Mike takes full advantage of the situation, collects the money, and runs. During his getaway, things go wrong, and soon get worse when he runs into the real hitman, Lyle.",6.742
467,"Bronx Tale, A (1993)",1607,/sDbO6LmLYtyqAoFTPpRcMgPSCEO.jpg,"Set in the Bronx during the tumultuous 1960s, an adolescent boy is torn between his honest, working-class father and a violent yet charismatic crime boss. Complicating matters is the youngster's growing attraction - forbidden in his neighborhood - for a beautiful black girl.",7.874
468,Rudy (1993),14534,/fAbfTCRpjHe2rprXBly55KL1dL9.jpg,"Rudy grew up in a steel mill town where most people ended up working, but wanted to play football at Notre Dame instead. There were only a couple of problems. His grades were a little low, his athletic skills were poor, and he was only half the size of the other players. But he had the drive and the spirit of 5 people and has set his sights upon joining the team.",7.347
469,Short Cuts (1993),1382449,/p1u0jFPXqMtpedOB6decQVlnuGa.jpg,Director Laura Passalacqua sums up William Friedkin's horror classic The Exorcist in one animated minute!,0.0
470,Tombstone (1993),11969,/wGFCvylul8iEQhJOKfwZGGvXMzA.jpg,"Legendary marshal Wyatt Earp, now a weary gunfighter, joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone. But Earp is forced to don a badge again and get help from his notorious pal Doc Holliday when a gang of renegade brigands and rustlers begins terrorizing the town.",7.578
471,Courage Under Fire (1996),10684,/vDJurMJkrx049AiXa3DJx5Zx7a4.jpg,"A US Army officer, who made a ""friendly fire"" mistake that was covered up, has been reassigned to a desk job. He is tasked to investigate a female chopper commander's worthiness to be awarded the Medal of Honor. At first all seems in order. But then he begins to notice inconsistencies between the testimonies of the witnesses...",6.524
472,Dragonheart (1996),8840,/5ciO16x4LQ7uhy854YHvQuQvHU9.jpg,"In an ancient time when majestic fire-breathers soared through the skies, a knight named Bowen comes face to face and heart to heart with the last dragon on Earth, Draco. Taking up arms to suppress a tyrant king, Bowen soon realizes his task will be harder than he'd imagined: If he kills the king, Draco will die as well.",6.541
473,James and the Giant Peach (1996),10539,/qUjArAMcCt2S3QJBb9CgVQu1MXs.jpg,"When the young orphan boy James spills a magic bag of crocodile tongues, he finds himself in possession of a giant peach that flies him away to strange lands.",6.574
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),935,/7SixLzxcqezkZEYU8pcHZgbkmjp.jpg,"After the insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union, a war room full of politicians, generals and a Russian diplomat all frantically try to stop it.",8.124
475,Trainspotting (1996),627,/1jUC02qsqS2NxBMFarbIhcQtazV.jpg,"Heroin addict Mark Renton stumbles through bad ideas and sobriety attempts with his unreliable friends --Sick Boy, Begbie, Spud and Tommy. He also has an underage girlfriend, Diane, along for the ride. After cleaning up and moving from Edinburgh to London, Mark finds he can't escape the life he left behind as Begbie and Sick Boy come knocking.",8.0
476,"First Wives Club, The (1996)",2925,/2ApifgYnfdJUSmCKzTBrWOYYWsn.jpg,"After years of helping their hubbies climb the ladder of success, three mid-life Manhattanites have been dumped for a newer, curvier model. But the trio is determined to turn their pain into gain. They come up with a cleverly devious plan to hit their exes where it really hurts - in the wallet!",6.702
477,Matilda (1996),10830,/wYoDpWInsBEVSmWStnRH06ddoyk.jpg,"Matilda Wormwood is an exquisite and intelligent little girl. Unfortunately, her parents, Harry and Zinnia misunderstand her because they think she is so different. As time passes, she finally starts school and has a kind teacher, loyal friends, and a sadistic headmistress. As she gets fed up with the constant cruelty, she begins to realize that she has a gift of telekinetic powers. After some days of practice, she suddenly turns the tables to stand up to Harry and Zinnia and outwit the headmistress.",7.168
478,"Philadelphia Story, The (1940)",981,/dKUubjvxO78XDts6VP1Ggcp4R9O.jpg,"When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.",7.587
479,Vertigo (1958),426,/15uOEfqBNTVtDUT7hGBVCka0rZz.jpg,"A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.",8.155
480,North by Northwest (1959),213,/kNOFPQrel9YFCVzI0DF8FnCEpCw.jpg,"Advertising man Roger Thornhill is mistaken for a spy, triggering a deadly cross-country chase.",7.98
481,"Apartment, The (1960)",284,/hhSRt1KKfRT0yEhEtRW3qp31JFU.jpg,"Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve.",8.2
482,Some Like It Hot (1959),239,/hVIKyTK13AvOGv7ICmJjK44DTzp.jpg,Two musicians witness a mob hit and need to quickly find a way out of Chicago. Their only opportunity comes in the form of joining an all-girl band as they prepare to leave on a tour. The two disguise themselves as women and struggle to keep their identities secret as the gangsters close in.,8.1
483,Casablanca (1942),289,/oyGRZVIthHJjc98ekKpeWpDh8Ws.jpg,"In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.",8.156
484,"Maltese Falcon, The (1941)",28257,/zpE6gucVjusGXSS4lcSjqIWCeAj.jpg,"A lovely dame with dangerous lies employs the services of a private detective, who is quickly caught up in the mystery and intrigue of a statuette known as the Maltese Falcon.",6.317
485,My Fair Lady (1964),11113,/bTXVc29lGSNclf94VIZ49W4gGKl.jpg,A snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.,7.502
